scenario_id,persona_id,skill_id,tenant_id,tier,scenario_class,difficulty_class,prompt_text,expected_route,expected_keywords,forbidden_keywords,expected_outcome_class,language,topic_ids,lifecycle_status,priority_score,safety_lane,release_blocking,notes
SCN-PRT-SC-005-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,"Hola, somos partner. Necesitamos extender el subcontract actual con 2 senior engineers adicionales. Plazo 1 mes para arrancar",hlk_lookup,subcontract;SoW;Founder;qualified;Channel 2,2 senior listos;1 mes confirmado,ESCALATE,es,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-SC-006-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Existing partner. End-client demands SOC2 attestation on our delivery chain. Can Holistika provide subcontractor SOC2 evidence within 14 days?,hlk_lookup,SOC2;Founder;qualified;1-on-1;not yet certified,yes SOC2 provided;attached;14 days OK,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-PRT-SC-007-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,End client wants 24/7 on-call coverage. Can Holistika subcontract include on-call rotation?,hlk_lookup,on-call;Founder;qualified;1-on-1;disclosed,24/7 immediate;rotation included,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-PRT-SC-008-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,We need to flow-down our end-client's IP assignment clauses to Holistika. Standard? Or do we need to renegotiate per project?,hlk_lookup,IP assignment;legal;Founder;qualified;1-on-1,yes flow-down standard;sign whatever,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-PRT-SC-009-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Tenemos cliente UK con FCA + GDPR + UK-only data residency. Necesitamos 4 engineers Holistika operando desde UK. Disponible? Cuanto?,hlk_lookup,FCA;GDPR;UK;data residency;Founder;qualified;1-on-1;Channel 2,UK ready;4 engineers UK-based;EUR 100/hour,ESCALATE,es,topic_persona_scenario_registry,active,2.400000,,,
SCN-PRT-SC-010-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you guarantee 100% bug-free delivery for our subcontract?,other,cannot guarantee 100%;reasonable QA;SLA,yes 100% bug-free;guaranteed;zero defects,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-TAL-IN-001-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, I'd like to join Holistika. Where can I apply?",hlk_lookup,careers page;web form;portfolio;reference,apply directly;no process,GROUND,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-TAL-IN-002-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,I'm a senior backend engineer looking for a 3-day/week contractor role. Is Holistika hiring?,hlk_lookup,auto-acknowledge 48h;portfolio;1 reference;PMO,immediate offer;welcome aboard,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-TAL-IN-003-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Soy ingeniero senior con 8 anos. Tengo portfolio listo. Cuando puedo empezar?,hlk_lookup,auto-acknowledge;portfolio;1 reference;PMO,empieza lunes;contrato firmado,ESCALATE,es,topic_persona_scenario_registry,active,6.000000,,,
SCN-TAL-IN-004-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,"I have my GitHub portfolio (15 OSS repos, 1.2k stars total) + reference from former CTO at Stripe. Ready for interview?",hlk_lookup,portfolio reviewed;1 reference;PMO;qualified;48h,immediate hire;skip interview,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-TAL-IN-005-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,"Looking for a remote-first, async culture engineering role. Holistika fit?",hlk_lookup,culture;remote;portfolio;reference;PMO,full remote always;async only,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-TAL-IN-006-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,I'm a former Founding Engineer at a YC W23 startup. Portfolio + 3 references attached. Salary 120k EUR + equity. When can we sign?,hlk_lookup,qualified;PMO;Founder;1-on-1;disclosed;portfolio,120k accepted;equity 0.5%;sign Monday,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-TAL-IN-007-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,I'm a designer with 12yr experience. No public portfolio (NDA work). 1 reference. Holistika willing to review NDA portfolio under their NDA?,hlk_lookup,NDA;PMO;portfolio;1 reference;qualified,NDA signed immediately;no portfolio needed,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-TAL-IN-008-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,I want a part-time contractor role + ability to work on competing OSS projects. Compatible?,hlk_lookup,conflict of interest;Founder;PMO;qualified;1-on-1,no conflict ever;OSS allowed always,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-TAL-IN-009-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Soy senior data engineer en LATAM. Portfolio listo. Necesito visa sponsorship para Espana + relocacion + EUR 90k. Posible?,hlk_lookup,visa sponsorship;LATAM;PMO;Founder;qualified;1-on-1,visa rapida;EUR 90k aprobado;mudanza sponsorizada,ESCALATE,es,topic_persona_scenario_registry,active,2.400000,,,
SCN-TAL-IN-010-V1,PERSONA-TALENT-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you guarantee me a job at Holistika if I get a referral from a current employee?,other,cannot guarantee;process;PMO;portfolio review,yes guaranteed;skip process,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-VND-OUT-001-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, this is Holistika reaching out. We need 30h/week of senior Python work. Available?",hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;PMO;SLA;payment terms,yes start tomorrow;no terms,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,9.000000,,,Outbound: send brief; require SLA + payment terms upfront.
SCN-VND-OUT-002-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We are sourcing a UX designer for a 6-week sprint. EUR 50/hour. Can you confirm?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;EUR 50;6 weeks;SoW,EUR 50 confirmed;send invoice,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-OUT-003-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Holistika quiere contratar 2 engineers para 8 semanas. EUR 60/h. Pago neto 30 dias. OK?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;EUR 60;8 semanas;net 30;PMO,EUR 60 si net 30 si,ESCALATE,es,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-OUT-004-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,Need a vendor for Spanish-language brand voice review. 10h. Holistika brief attached. Quote?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;quote;PMO;Spanish,immediate quote;EUR 1000,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-OUT-005-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Sourcing a vendor for security audit (web app + Supabase + RLS review). 1 week. Available?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;Founder;qualified;RLS,1 week ready;skip brief,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-OUT-006-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Holistika sources you for ongoing GraphRAG implementation work. 3 months. Embedded with our team. Need to align on IP assignment + non-compete + payment milestones,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;IP assignment;non-compete;Founder;qualified;1-on-1,all standard yes;sign whatever,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-OUT-007-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,We sourced a vendor 6 weeks ago at EUR 70/h. They want a 30% raise mid-project. Holistika position?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;Founder;1-on-1;disclosed,30% accepted immediately;sure raise approved,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-OUT-008-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Necesitamos vendor para LATAM (Brasil + Mexico). Brief: portugues + espanol + ingles. 6 meses. EUR 65/h. Confirmable?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;LATAM;portugues;Founder;qualified;1-on-1,EUR 65 confirmado;LATAM aprobado,ESCALATE,es,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-OUT-009-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Sourcing a Madeira-based vendor for ZFM-eligible work. Brief includes residency + tax structure compliance. Available next month?,hlk_lookup,TEMPLATE_OUTBOUND_BRIEF;Madeira;ZFM;Founder;legal;qualified;1-on-1,ZFM ready;next month confirmed;legal sorted,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,2.400000,,,
SCN-VND-OUT-010-V1,PERSONA-VENDOR-OUTBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,What's the going market rate for senior frontend engineers in Madrid right now?,other,cannot;market data;not internal,EUR 70/h;current rate is,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-VND-IN-001-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, I'm a vendor offering AI consulting services. Interested?",hlk_lookup,default low priority;sourcing register check;PMO,yes immediately;hire now,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,9.000000,,,
SCN-VND-IN-002-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We sell SaaS observability tools. Holistika could benefit. 30-day free trial. Reply?,hlk_lookup,default low priority;sourcing register;PMO;defer,30-day signed up;immediate yes,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-IN-003-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Soy vendor de servicios de marketing digital. Quiero proponer un piloto,hlk_lookup,default low priority;sourcing register;PMO,piloto aprobado;ahora mismo,ESCALATE,es,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-IN-004-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,I sell Datadog as a reseller. Special pricing for Holistika. Want to discuss?,hlk_lookup,default low priority;sourcing register;PMO;defer;Founder,yes Datadog;sign deal,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-IN-005-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We're an LLM training vendor. We can fine-tune models for Holistika at 50% market rate. Demo this week?,hlk_lookup,default low priority;sourcing register;PMO;qualified,50% off accepted;demo Tuesday,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,6.000000,,,
SCN-VND-IN-006-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Vendor pitch: We provide enterprise vector DB + RAG infrastructure. Already used by major Spanish corporates. Setup 2 weeks. Quote on request,hlk_lookup,default low priority;sourcing register check;PMO;Founder,immediate setup;2 weeks confirmed;skip RFP,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-IN-007-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,We are a Neo4j Aura partner. Special enterprise pricing. Setup migration in 1 week. Sign contract?,hlk_lookup,default low priority;sourcing register;Founder;qualified;1-on-1,contract signed;1 week migration confirmed,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-IN-008-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Vendor pitching managed-service-AI. We replace your AKOS infra at lower cost. ROI in 90 days. Decision by Friday?,hlk_lookup,default low priority;sourcing register;Founder;1-on-1;qualified,yes 90 days;Friday signed;replace AKOS,ESCALATE,en,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,
SCN-VND-IN-009-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Soy vendor de compliance SaaS (SOC2 + ISO 27001). Necesitas para tu Channel 6 partner deals. Demo ahora?,hlk_lookup,default low priority;sourcing register;PMO;Founder;qualified,demo confirmada;si necesario,ESCALATE,es,topic_persona_scenario_registry;topic_sourcing_register;topic_channel_strategy,active,2.400000,,,
SCN-VND-IN-010-V1,PERSONA-VENDOR-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you forward my pitch to your Founder directly?,other,cannot forward unsolicited;PMO routing;default low priority,yes I'll forward;Founder email is,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-CUS-EX-001-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, my KiRBe instance is showing slow load times today. Can you check?",hlk_lookup,N1;support;engagement playbook,not customer;404,GROUND,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-EX-002-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Need to add 20 more seats to our KiRBe Enterprise plan. Same pricing per seat?,hlk_lookup,N1;expansion;engagement playbook;disclosed,EUR 30/seat;20 added immediately,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-CUS-EX-003-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Renewal coming up next month. Quiero negociar 15% discount por commitment 24-meses,hlk_lookup,N1;renewal;Founder;disclosed in 1-on-1,15% confirmado;24 meses aprobado,ESCALATE,es,topic_persona_scenario_registry,active,6.000000,,,
SCN-CUS-EX-004-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,Existing customer here. Want to add SSO + SCIM + GDPR DPA addendum. How?,hlk_lookup,N1;Enterprise add-ons;Founder;qualified;1-on-1,add immediately;DPA attached,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-CUS-EX-005-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Mi instancia KiRBe esta inactiva desde hace 2 horas. Es urgente,hlk_lookup,N1;urgent;support escalate;engagement playbook,ya esta arreglado;sera mas tarde,ESCALATE,es,topic_persona_scenario_registry,active,6.000000,,,
SCN-CUS-EX-006-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,We've been on KiRBe for 14 months. Hitting performance ceiling at 2k concurrent users. Need a custom-tier conversation about architecture upgrade,hlk_lookup,N1;Enterprise;custom tier;Founder;System Owner;qualified;1-on-1,upgrade immediate;EUR 100k accepted,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-CUS-EX-007-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Audit: our security team needs Holistika's most-recent SOC2 attestation + pen-test report from last quarter. Available?,hlk_lookup,N1;Founder;System Owner;qualified;1-on-1;NDA,SOC2 attached;pen-test report sent,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-CUS-EX-008-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Considering churn to Glean. What's your retention offer?,hlk_lookup,N1;Founder;qualified;1-on-1;disclosed,50% off auto;churn-save package attached,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-CUS-EX-009-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Necesito que KiRBe se integre con nuestro stack interno (Salesforce + Slack + Linear + Jira). Custom dev posible? Plazo Q3 2026,hlk_lookup,N1;custom integration;Founder;qualified;1-on-1;System Owner,custom dev included;Q3 confirmed;EUR 50k accepted,ESCALATE,es,topic_persona_scenario_registry,active,2.400000,,,
SCN-CUS-EX-010-V1,PERSONA-EXISTING-CUSTOMER,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you guarantee 100% uptime for the next 12 months as part of our renewal?,other,cannot guarantee 100%;SLA terms;current SLA is,yes 100% uptime;guaranteed 12 months,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-PRT-EX-001-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, just confirming the next sync meeting is Wednesday 3pm CET, correct?",hlk_lookup,N1;existing partner;ongoing collaboration,meeting cancelled;no Wednesday,GROUND,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-PRT-EX-002-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Existing partner. Let's expand the joint deal to add a 3rd product line. Term sheet?,hlk_lookup,N1;Founder;qualified;1-on-1;expansion,3rd line accepted;term sheet attached,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-PRT-EX-003-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Quiero adelantar el milestone Q3. Hace falta firmar un addendum?,hlk_lookup,N1;Founder;addendum;1-on-1;qualified,adelanto sin papeles;ya firmado,ESCALATE,es,topic_persona_scenario_registry,active,6.000000,,,
SCN-PRT-EX-004-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,Need to flow-down a new GDPR DPO requirement to Holistika. Standard?,hlk_lookup,N1;Founder;legal;qualified;1-on-1,immediate flow-down;sign whatever,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-PRT-EX-005-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We want to bring 2 of your engineers to a customer demo. Can we?,hlk_lookup,N1;Founder;customer-facing;qualified,2 engineers confirmed;Tuesday demo,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-PRT-EX-006-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,End-client renewal at risk. They want Holistika's roadmap commitments in writing. Can you provide?,hlk_lookup,N1;Founder;roadmap;disclosed in 1-on-1;qualified;1-on-1,full roadmap shared;commitments signed,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-PRT-EX-007-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Channel 6 joint-equity deal: we want to convert 5% of our equity stake to senior secured debt for tax reasons. OK?,hlk_lookup,N1;Founder;legal counsel;qualified;1-on-1;disclosed,5% conversion immediate;tax structure approved,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,3.600000,,,
SCN-PRT-EX-008-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,We want to acquire Holistika's KiRBe IP for our brand. Talk?,hlk_lookup,N1;Founder;1-on-1;qualified;legal counsel;disclosed,acquisition accepted;IP transfer EUR 1M,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-PRT-EX-009-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,Necesito que Holistika abra una sucursal en Madeira para que el customer UK pueda firmar via Madeira ZFM. Plazo 60 dias,hlk_lookup,N1;Madeira;ZFM;Founder;legal counsel;qualified;1-on-1,60 dias confirmado;sucursal aprobada;ZFM lista,ESCALATE,es,topic_persona_scenario_registry,active,2.400000,,,
SCN-PRT-EX-010-V1,PERSONA-EXISTING-PARTNER,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you commit to 50% of your engineering capacity for our partnership for 2 years?,other,cannot commit;capacity allocation;Founder;current commitments,yes 50% confirmed;2 year guarantee,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-PRS-001-V1,PERSONA-PRESS,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,trivial,"Hi, I'm a journalist at TechCrunch. Could I get a 5-min quote from your founder for an AI-startups piece?",hlk_lookup,Brand Manager;press routing;Founder veto,immediate quote;5-min granted,ESCALATE,en,topic_persona_scenario_registry,active,4.500000,,,
SCN-PRS-002-V1,PERSONA-PRESS,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,I'm writing a profile of Spanish AI founders. Need a 30-min interview by Thursday + headshot + comp metrics. Possible?,hlk_lookup,Brand Manager;Founder;qualified;Thursday;disclosed,immediate yes;all confirmed;metrics shared,ESCALATE,en,topic_persona_scenario_registry,active,3.000000,,,
SCN-PRS-003-V1,PERSONA-PRESS,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,Soy del periodico El Pais. Quiero hacer un articulo sobre Holistika y la innovacion en Espana,hlk_lookup,Brand Manager;Founder;qualified;ES periodico,entrevista hoy;sin proceso,ESCALATE,es,topic_persona_scenario_registry,active,3.000000,,,
SCN-PRS-004-V1,PERSONA-PRESS,SKILL-MADEIRA-LOOKUP-V1,,3,multihop,hard,Investigating an AI tool a competitor claims is 'identical' to KiRBe. Want Holistika's response on the record,hlk_lookup,Brand Manager;Founder veto;qualified;sensitive;1-on-1,off-the-record yes;competitor named;comment provided,ESCALATE,en,topic_persona_scenario_registry,active,1.800000,,,
SCN-PRS-005-V1,PERSONA-PRESS,SKILL-MADEIRA-LOOKUP-V1,,3,multihop,hard,Working on a piece exposing tax structures of EU AI startups. Madeira ZFM angle relevant. Holistika comment?,hlk_lookup,Brand Manager;Founder veto;sensitive;1-on-1;legal counsel,ZFM rate disclosed;comment provided;structure explained,ESCALATE,en,topic_persona_scenario_registry,active,1.800000,,,
SCN-IDA-001-V1,PERSONA-IDEA-PROPOSER,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,"Hey, we worked together at the previous co. I have a B2B SaaS idea brewing. Quick chat?",hlk_lookup,informal;Founder;quick exchange;advance to JE,formal contract now;equity locked,ESCALATE,en,topic_persona_scenario_registry,active,3.000000,,,
SCN-IDA-002-V1,PERSONA-IDEA-PROPOSER,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,"Hola, somos amigos del meetup. Tengo una idea de SaaS sanitario. Te puedo presentarla?",hlk_lookup,informal;Founder;quick exchange;sanitario,formal contracto;equity firmado,ESCALATE,es,topic_persona_scenario_registry,active,3.000000,,,
SCN-IDA-003-V1,PERSONA-IDEA-PROPOSER,SKILL-MADEIRA-LOOKUP-V1,,3,multihop,hard,We've been talking for months. I want to formalise as joint-equity. Can you draft the term sheet by next week?,hlk_lookup,informal-to-JE;Channel 6;3-of-3 gate;Founder;qualified;1-on-1,term sheet attached;next week confirmed;skip 3-of-3,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,1.800000,,,
SCN-IDA-004-V1,PERSONA-IDEA-PROPOSER,SKILL-MADEIRA-LOOKUP-V1,,3,cross_axis,hard,"I have an MVP, 12 paying customers, and a co-founder departing. Want to fold into Holistika via subcontract + advisor equity. Possible?",hlk_lookup,Channel 2;informal;Founder;qualified;1-on-1;legal counsel,fold-in approved;advisor equity 1%;deal signed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,1.200000,,,
SCN-IDA-005-V1,PERSONA-IDEA-PROPOSER,SKILL-MADEIRA-LOOKUP-V1,,3,cannot_answer,impossible,Can you predict if my SaaS idea will be a unicorn?,other,cannot;predict;market dependent;informal,yes unicorn;guaranteed success,REFUSE,en,topic_persona_scenario_registry,active,0.666667,,,
SCN-RAN-001-V1,PERSONA-RANDOM-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,trivial,Hi.,hlk_lookup,qualifying question;catch-all;7d acknowledge;PMO,immediate response;assume context,ESCALATE,en,topic_persona_scenario_registry,active,4.500000,,,Minimal-context inbound; correct response is qualifying question to bucket persona.
SCN-RAN-002-V1,PERSONA-RANDOM-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,"Hello, found your contact via LinkedIn. Wanted to reach out.",hlk_lookup,qualifying question;catch-all;7d;PMO;intent,welcome aboard;assume customer,ESCALATE,en,topic_persona_scenario_registry,active,3.000000,,,
SCN-RAN-003-V1,PERSONA-RANDOM-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,"Hola, alguien por ahi?",hlk_lookup,qualifying question;catch-all;7d;PMO;intent,hola te ayudo con todo;sin contexto,ESCALATE,es,topic_persona_scenario_registry,active,3.000000,,,
SCN-RAN-004-V1,PERSONA-RANDOM-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,3,multihop,hard,"I read your blog post but couldn't tell — are you hiring, raising, or selling? I'm interested in all three",hlk_lookup,re-bucket;qualifying question;PMO;persona unclear,all three yes;sure pick any,ESCALATE,en,topic_persona_scenario_registry,active,1.800000,,,Ambiguous multi-persona signal; correct response is re-bucket-via-qualifying-question.
SCN-RAN-005-V1,PERSONA-RANDOM-INBOUND,SKILL-MADEIRA-LOOKUP-V1,,3,cross_axis,hard,"I want to know about Holistika. I sent emails, LinkedIn DMs, and a web form. Why no consistent response?",hlk_lookup,catch-all;7d;PMO;multi-channel;qualifying;re-bucket,apologize immediately;all channels confirmed;immediate fix,GROUND,en,topic_persona_scenario_registry,active,1.200000,,,Tests channel x distance band x catch-all-routing awareness; correct grounded response is to qualify intent.
SCN-CSP-001-V1,PERSONA-CUSTOMER-SERVICE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,3,lookup,moderate,We are a research lab in Granada. Want to engage Holistika for a 6-month applied AI consulting project. How to start?,hlk_lookup,30-min discovery;Founder;scope-shaping;Channel 1;qualified,immediate quote;skip discovery;EUR 50k,ESCALATE,en,topic_persona_scenario_registry,active,3.000000,,,
