item_id,area,role_owner,item_granularity,item_name,knowledge_pairing_status,paired_sop_status,mirror_coverage_status,audience_tags_status,cadence_status,verdict,gap_summary
gtm_madeira_dtp_137,Tech,AI Engineer,task,Community management (RAGRAPH),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_138,Tech,AI Engineer,task,Cohere Reranker (Reasoning),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_139,Tech,AI Engineer,task,Advanced QueryEngine - SubQuestion Object Retriever (Reasoning),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_140,Tech,AI Engineer,task,LlamaIndex eval,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_141,Tech,AI Engineer,task,Transformers pipeline,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_142,Tech,AI Engineer,task,MADEIRA benchmarking — Auto Eval,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_143,Tech,AI Engineer,task,Distil_BerT Sentiment Analysis,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_144,Tech,AI Engineer,task,Compliance Evaluator (ReAct Agent with RaG),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_145,Tech,AI Engineer,task,Github Repo,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_146,Tech,AI Engineer,task,"Deployment - Github Actions sends repo to Vercel, Cloud, etc",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_147,Tech,AI Engineer,task,Merge Request (rules for manual or automated approval),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_148,Tech,AI Engineer,task,Local CICD - Jenkins,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_149,Tech,AI Engineer,task,Cloud CICD (AzureDevops),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_150,Tech,AI Engineer,task,Design Improvements and estimate refactor effort,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_151,Tech,AI Engineer,task,Local CICD - Cursor,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_152,Tech,AI Engineer,task,Cloud CICD - Replit,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_153,Tech,AI Engineer,task,Quality-of-Life Automations - Github Actions,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_154,Tech,AI Engineer,task,Logs & Monitoring,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_155,Tech,AI Engineer,task,KPI Dashboard,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_156,Tech,AI Engineer,task,MADEIRA delivery — PMO PMS Tool for Integration: Asana/Monday/Trello...,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_157,Tech,AI Engineer,task,GitHub Projects for automated follow-up based on Github Repo,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_158,Tech,AI Engineer,task,MADEIRA delivery — PMO Communication Tool for Integration: Slack/Discord...,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_159,Tech,AI Engineer,task,MADEIRA delivery — Storage Context,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_160,Tech,AI Engineer,task,MADEIRA delivery — Load Index From Storage,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_161,Tech,AI Engineer,task,VectorStoreIndex and PGVectorStore,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_162,Tech,AI Engineer,task,GraphStoreIndex and Neo4jGraphStore,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_163,Tech,AI Engineer,task,MADEIRA delivery — Get Response Synthesizer,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_164,Tech,AI Engineer,task,MADEIRA delivery — Settings,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_165,Tech,AI Engineer,task,Document (2),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_166,Tech,AI Engineer,task,MADEIRA delivery — Retriever Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_167,Tech,AI Engineer,task,MADEIRA delivery — Knowledge Graph Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_168,Tech,AI Engineer,task,MADEIRA delivery — Sub Question Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_169,Tech,AI Engineer,task,MADEIRA delivery — Router Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_170,Tech,AI Engineer,task,MADEIRA delivery — Base Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_171,Tech,AI Engineer,task,MADEIRA delivery — Vector Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_172,Tech,AI Engineer,task,MADEIRA delivery — Kg Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_173,Tech,AI Engineer,task,MADEIRA delivery — Retriever Router,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_174,Tech,AI Engineer,task,MADEIRA delivery — Sub Question Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_175,Tech,AI Engineer,task,MADEIRA delivery — Pydantic Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_176,Tech,AI Engineer,task,MADEIRA delivery — Research Agent,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_177,Tech,AI Engineer,task,MADEIRA delivery — Swarm Editors,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_178,Tech,AI Engineer,task,QueryEngineTool (bundles a QueryEngine with metadata),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_179,Tech,AI Engineer,task,MADEIRA delivery — Callback Manager,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_180,Tech,AI Engineer,task,VectorMemory (MadeiraMemory Class),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_181,Tech,AI Engineer,task,ReActAgent (EnhancedMadeiraAgent Class),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_182,Tech,AI Engineer,task,MADEIRA delivery — Open AIEmbedding,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_183,Tech,AI Engineer,task,"ChatMessage, MessageRole and ChatResponse",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_184,Tech,AI Engineer,task,MADEIRA delivery — Custom PGVector Store,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_185,Tech,AI Engineer,task,MADEIRA delivery — Custom Neo4j Graph Store,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_186,Tech,AI Engineer,task,MADEIRA delivery — Init Vector Store,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_187,Tech,AI Engineer,task,MADEIRA delivery — Init Graph Store,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_188,Tech,AI Engineer,task,MADEIRA delivery — Init Storage Context,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_189,Tech,AI Engineer,task,MADEIRA delivery — Init Indices,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_190,Tech,AI Engineer,task,asynccontextmanager,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_191,Tech,AI Engineer,task,MADEIRA delivery — Close Db,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_192,Tech,AI Engineer,task,MADEIRA delivery — Query,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_193,Tech,AI Engineer,task,MADEIRA delivery — Structured Response,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_194,Tech,AI Engineer,task,MADEIRA delivery — Pydantic Query Engine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_195,Tech,AI Engineer,task,MADEIRA delivery — Enhanced Madeira Agent,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_196,Tech,AI Engineer,task,MADEIRA delivery — Async Stream Wrapper,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_197,Tech,AI Engineer,task,MADEIRA_SYSTEM_PROMPT,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_198,Tech,AI Engineer,task,MADEIRA delivery — Assistant Memory,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_199,Tech,AI Engineer,task,MADEIRA delivery — Get Madeira Agent,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_200,Tech,AI Engineer,task,MADEIRA delivery — Custom Re Act Agent,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_201,Tech,AI Engineer,task,MADEIRA delivery API — POST madeira_query,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_202,Tech,AI Engineer,task,MADEIRA delivery — Stream Query Request,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_203,Tech,AI Engineer,task,MADEIRA delivery API — POST madeira_stream_query,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_204,Tech,AI Engineer,task,MADEIRA delivery API — GET madeira_personality,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_205,Tech,AI Engineer,task,MADEIRA delivery API — POST madeira_personality,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_206,Tech,AI Engineer,task,MADEIRA delivery — Get Storage Context,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_207,Tech,AI Engineer,task,MADEIRA delivery API — GET health,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_208,Tech,AI Engineer,task,MADEIRA delivery API — POST clear_madeira_memory,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_209,Tech,AI Engineer,task,MADEIRA delivery — __main__,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_210,Tech,AI Engineer,task,MADEIRA delivery — Sentiment Analyzer,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_211,Tech,AI Engineer,task,MADEIRA delivery — Emotional State,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_212,Tech,AI Engineer,task,MADEIRA delivery — Interaction Style,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_213,Tech,AI Engineer,task,MADEIRA delivery — LLMConfig,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_214,Tech,AI Engineer,task,MADEIRA delivery — Personality Trait,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_215,Tech,AI Engineer,task,MADEIRA delivery — Personality Config,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_216,Tech,AI Engineer,task,MADEIRA delivery — Madeira Personality System,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_217,Tech,AI Engineer,task,EnhancedMadeiraAgent (2),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_1,MKT,CMO,task,Manifiesto,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_2,MKT,CMO,task,Copies web,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_3,MKT,CMO,task,Revisar manifiestos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_4,MKT,CMO,task,Mensajes de blogs y otros canales,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_5,MKT,CMO,task,Plan de mensaje global,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_6,MKT,CMO,task,Establecer colores corporativos oficiales base,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_7,MKT,CMO,task,"De ellos, cambiar todos por cada canal ligeramente, ej. más ligero e informal en IG hablando a B2E",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_8,MKT,CMO,task,Ir diseñando nuevos colores para el momento de la separación TB y ET de HK en el futuro como sociedades independientes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_9,MKT,CMO,task,Buscar justificación psicológica detrás del branding elegido,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_10,MKT,CMO,task,Investigación de competencia por producto,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_11,MKT,CMO,task,Investigación de buyer y tendencias,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_12,MKT,CMO,task,"Investigación de confluencia entre competencia, mercado, buyers, tendencias y mensajes por cada canal",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_13,MKT,CMO,task,Oficialización de listado de tipo de contenido por cada canal,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_14,MKT,CMO,task,"IG es más informal B2E y el blog tiene un toque de entretenimiento, que también tenemos que compensar con palabras comp…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_15,MKT,CMO,task,"Establecer la voz desde el espectro más corporativo, con entregables como el dossier de inversión, al más personal como…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_16,MKT,CMO,task,Unificar acceso,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_17,MKT,CMO,task,Dar de alta en dispositivos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_18,MKT,CMO,task,"Asegurar continuidad de pago, y estimación de deadline, para no perder el dominio",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_19,MKT,CMO,task,Tabla con lista de accesos y links para onboarding (no contraseñas),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_20,MKT,CMO,task,Listar SOP estructura de código,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_21,MKT,CMO,task,Categorizar cada parte de la web,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_22,MKT,CMO,task,"SOPs gestión codebase de web, con sus páginas definidas, global css, copies, componentes etc",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_23,MKT,CMO,task,Integrar en procesos de gestión MKT y traspasar de Tech,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_24,MKT,CMO,task,Brand presence and messaging — Establecer proceso de mantenimiento por tech (o revisión) y de solicitud de arreglo/mejo…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_25,MKT,CMO,task,Rescatar calendario batard como template,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_26,MKT,CMO,task,Listar tipos de contenido por formato,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_27,MKT,CMO,task,Por canal,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_28,MKT,CMO,task,Por mensaje,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_29,MKT,CMO,task,Días por investigación de tráfico,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_30,MKT,CMO,task,Recurrencia,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_31,MKT,CMO,task,Filtrar por post o ad,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_32,MKT,CMO,task,Listas dimensiones por las que les cateorizamos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_33,MKT,CMO,task,Hacer matching con nuestra capacidades y productos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_34,MKT,CMO,task,Personalizar mensajes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_35,MKT,CMO,task,Buscar la similitud en FBM y SEM,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_36,MKT,CMO,task,Preparar documentación de venta para los buyers (más general),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_37,MKT,CMO,task,Brand presence and messaging — Pitch,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_38,MKT,CMO,task,Brand presence and messaging — MADEIRA API surface item,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_39,MKT,CMO,task,Hacer template de cada canal,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_40,MKT,CMO,task,Elegir contenido para pipeline de cada canal,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_41,MKT,CMO,task,marcar tiempos de producción y lanzamiento,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_42,MKT,CMO,task,hacer calendario editorial global,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_43,MKT,CMO,task,Defiir canales y ocntenido,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_44,MKT,CMO,task,Proceso de copy,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_45,MKT,CMO,task,Formato de copies,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_brand_dtp_46,MKT,CMO,task,"crear flujo de contenido, filtrado por tipo, voz y mensaje desde el formato de origen hacia el canal",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_team_dtp_1,People,CPO,task,Diseñar flujo de cuarta pared para onboarding,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
