decision_id,title,initiating_initiative_id,linked_initiative_ids,linked_ops_action_ids,linked_policies,linked_topic_ids,decision_class,status,reversibility,decided_at,decision_log_path,supersedes_decision_id,summary,notes,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review
D-IH-86-U,Workflow shape ratified at I86 cluster execution kickoff (A3 hybrid-by-wave + B3+B5 input pattern + C2 wave-entry-ratify-first + W3-C inline-streaming-as-norm),INIT-OPENCLAW_AKOS-86,INIT-OPENCLAW_AKOS-76;INIT-OPENCLAW_AKOS-78;INIT-OPENCLAW_AKOS-81;INIT-OPENCLAW_AKOS-82;INIT-OPENCLAW_AKOS-89,OPS-86-1,,,governance,active,low,2026-05-19,docs/wip/planning/86-initiative-cluster-execution-coordinator/decision-log.md,D-IH-86-T,"Operator ratified four-axis workflow shape at I86 cluster execution kickoff (2026-05-19) governing how all future I86 cluster waves run. Axis 1 mode classification: A3 hybrid-by-wave (coordinator classifies each wave by ratify-density; high-ratify waves run agent-mode foreground; low-ratify waves run multitask subagents). Axis 2 operator-input injection: B3+B5 hybrid (Cursor queued messages for non-urgent + force-push Alt+Enter for urgent + persistent operator-scratchpad at docs/wip/planning/86-initiative-cluster-execution-coordinator/operator-scratchpad.md for friction-free thought capture). Axis 3 continue-meaning: C2 wave-entry-ratify-first (each wave entry poses a ratify gate confirming scope+lane+executive-call boundaries before workers spawn). Axis 4 wave-closure cadence promoted to NEW NORM: W3-C inline-streaming-ratify (per-sibling phase closures ratified inline; no separate mega-batch pause-record; sum of inline ratifications IS the wave closure). Operator quote at norm promotion: 'option C and make it the norm now please, its a good workflow with the good governance we have and I can answer anything'. Norm applies to Wave H+I+J+K+L closures; replaces the wave-mega-batch pattern originally in cluster-burndown-plan.md section 6.1 executive call 3. Workflow A4 (dual-track parallel chats) flagged interesting if context management holds across waves; deferred until first wave that explicitly demands it. First applied: Wave H entry ratify gate (this same chat 2026-05-19) which posed I17+I11 consolidation framings upfront per W2-A choice + executed I76 P1 foundation in foreground per W1-B all-agent-mode choice + inline-ratified I17 triage + I11 criterion via streaming gates per W3-C norm.",Wave H entry of post-Wave-G push 2026-05-19. Files-modified: docs/wip/planning/86-initiative-cluster-execution-coordinator/operator-scratchpad.md NEW (persistent operator-thought-capture surface; reviewed/drained at every wave boundary); DECISION_REGISTER.csv (this row + 4 sibling rows). Reversibility: low - any axis can be re-ratified at any wave boundary; norm flip can be reverted via single AskQuestion gate at next wave entry. Verification: validate_hlk.py at landing; manual cross-reference check between scratchpad + tracker + plan; operator-scratchpad initial entry timestamps the ratify moment.,,,,v3.1
D-IH-76-B,I17 consolidation gate ratified - Option E per-deliverable triage,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-17;INIT-OPENCLAW_AKOS-68;INIT-OPENCLAW_AKOS-78;INIT-OPENCLAW_AKOS-86,,,,governance,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-86-O,Operator ratified I17 consolidation gate via Option E novel-framing per-deliverable triage at Wave H entry (2026-05-19). Rejects the binary supersede/extend/parallel framing in scope-overlap-tracker section 3.1 in favor of per-deliverable classification across I17 Phase 0..4 (10 deliverables). Triage outcome per reports/i17-deliverable-triage-2026-05-19.md: 6 substrate-worthy deliverables merge into I76 P1 input (Phase 0 contracts+schemas+coverage matrix+context economics; Phase 1 API shape + per-mode prompt pattern; Phase 4 UC-ID catalog + Scenario 0 extensions + trajectory fixtures + Tier 3 UAT doc); 2 obsolete deliverables decommission (3-mode /madeira/control UI superseded by 5-mode equivalent; swarm overlay docs superseded by I76 P3 personality + I76 P4 AICs dispatcher); 2 forward-charter to successor (pytest + log-watcher to I68 P3 visual-regression rollout; executor_harness to I78 brand-voice LLM-judge). No I76b mint required - I17 content distributes cleanly into I76 P1 + I68 + I78 + decommission without residue needing its own successor initiative. Triage skip-ratified at the AskQuestion gate (operator-confirmed defaults; recommended-default lock per inline-ratify-craft skill). I17 status flip active->closed at I76 P1 closure (same commit as this decision; closure_decision_id=D-IH-17-CLOSURE in INITIATIVE_REGISTRY.csv).,Wave H entry of post-Wave-G push 2026-05-19. Files-modified: docs/wip/planning/76-madeira-elevation/reports/i17-deliverable-triage-2026-05-19.md NEW (status: ratified); docs/wip/planning/_trackers/i11-i13-i17-scope-overlap-tracker.md section 3.1 status update from open to ratified Option E; DECISION_REGISTER.csv (this row); INITIATIVE_REGISTRY.csv (I17 row flip to closed with D-IH-17-CLOSURE); CHANGELOG.md Unreleased entry. Reversibility: low - per-deliverable triage classifications can be revisited at any of the forward-chartered targets (I68/I78); I17 closure can be reverted via INITIATIVE_REGISTRY row flip back to active. Cross-references: D-IH-86-O Option 5 default posture (sister rule authorizing scope-overlap-trackers + per-gate ratify); D-IH-76-A I76 charter; scope-overlap-tracker section 3.1.,,,,v3.1
D-IH-76-C,I11 consolidation criterion ratified - Option E ratify-criterion-now-defer-decision-to-evidence,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-11;INIT-OPENCLAW_AKOS-86,,,,governance,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-86-O,Operator ratified I11 consolidation gate via Option E novel-framing ratify-criterion-now-defer-decision-to-evidence at Wave H entry (2026-05-19). Rejects making the I11 fate decision today in favor of ratifying the CRITERION by which the fate will be determined at I76 P3 entry. Criterion per reports/i11-consolidation-criterion-2026-05-19.md: coverage = (I11 use-cases addressed by I76 P1+P3 SOPs) / (12 inventoried use-cases at this ratification); threshold 70 percent MERGE / 40-70 percent PARALLEL / less than 40 percent FORWARD-CHARTER-TO-I76b; tie at boundary 69-71 percent = inline-ratify gate at I76 P3 entry. Pre-measurement at this ratification: 67 percent (8 of 12 use-cases directly addressed by I76 P1+P3 SOPs - use-cases 1+2+5+6+7+8+9+12; remaining 4 use-cases 3+4+10+11 are I76 P2+P4 scope not P1+P3) - projects PARALLEL auto-decision when I76 P3 entry fires. Final measurement uses actual SOP section Scope coverage at P3 entry which may differ if P3 SOPs end up addressing TOOL_CATALOG or AIC use-cases unexpectedly. Criterion skip-ratified at the AskQuestion gate (operator-confirmed defaults; recommended-default lock per inline-ratify-craft skill). I11 stays active status pending the auto-fire at I76 P3 entry.,Wave H entry of post-Wave-G push 2026-05-19. Files-modified: docs/wip/planning/76-madeira-elevation/reports/i11-consolidation-criterion-2026-05-19.md NEW (status: ratified; 70/40 bands locked; pre-measurement 67 percent projects PARALLEL); docs/wip/planning/_trackers/i11-i13-i17-scope-overlap-tracker.md section 3.2 status update from open to ratified Option E criterion-deferred; DECISION_REGISTER.csv (this row); CHANGELOG.md Unreleased entry. Reversibility: low - criterion can be re-ratified at I76 P3 entry if pre-measurement projection turns out to be wrong; tie at boundary triggers inline-ratify (no irreversible auto-decision in the band). Cross-references: D-IH-86-O Option 5 default posture; D-IH-76-A I76 charter; scope-overlap-tracker section 3.2.,,,,v3.1
D-IH-17-CLOSURE,I17 closure verdict at I76 P1 closure - per-deliverable triage distributes I17 content into I76+I68+I78+decommission,INIT-OPENCLAW_AKOS-17,INIT-OPENCLAW_AKOS-76;INIT-OPENCLAW_AKOS-68;INIT-OPENCLAW_AKOS-78,,,,closure,active,low,2026-05-19,docs/wip/planning/17-madeira-cursor-mode-parity/decision-log.md,D-IH-76-B,I17 INITIATIVE_REGISTRY row flips active->closed at I76 P1 closure per the per-deliverable triage ratified at D-IH-76-B. Triage outcome: 6 substrate-worthy I17 deliverables (Phase 0 contracts+schemas+coverage matrix+context economics; Phase 1 madeiraInteractionMode API shape + per-mode prompt pattern; Phase 4 UC-ID catalog + Scenario 0 extensions + trajectory fixtures + Tier 3 UAT doc) merged into I76 P1 MADEIRA_MODE_PARITY.md as substrate inheritance per the canonical section 2; 2 obsolete deliverables decommissioned (3-mode /madeira/control UI + swarm overlay docs); 2 deliverables forward-chartered (pytest + log-watcher to I68 P3; executor_harness to I78). The 3-mode Ask/Plan/Run taxonomy from I17 is superseded by the 5-mode Ask/Plan/Agent/Debug/Methodology taxonomy in MADEIRA_MODE_PARITY.md (the elevation contribution). All I17 substrate work that retains value is preserved via the substrate-inheritance traceability in MADEIRA_MODE_PARITY.md section 2 + per-deliverable triage report. I17 closure is one of 13 cluster siblings being burned down per the cluster burndown plan; 5 closed before today (I79+I80+I84+I87 per cluster status + this row makes 5+1=6; with I17 closed today the cluster status becomes 6 of 13 closed + 4 active + 3 blocker-tracked).,Wave H entry of post-Wave-G push 2026-05-19. Files-modified: INITIATIVE_REGISTRY.csv (I17 row status active->closed + closed_at 2026-05-19 + closure_decision_id D-IH-17-CLOSURE + last_review_at + last_review_by + last_review_decision_id); DECISION_REGISTER.csv (this row); CHANGELOG.md Unreleased entry. Reversibility: low - I17 closure can be reverted via INITIATIVE_REGISTRY row flip back to active if execution surfaces a gap that the per-deliverable triage missed.,,,,v3.1
D-IH-76-D,I76 P1 mode-parity baseline phase closure - 5 deliverables landed,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-17;INIT-OPENCLAW_AKOS-86,OPS-76-1,,,closure,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-A,I76 P1 Mode parity baseline closes at this commit. 5 deliverables landed: (1) docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_MODE_PARITY.md NEW - 5-mode taxonomy (Ask + Plan + Agent + Debug + Methodology) with per-mode RBAC posture + transition rules + session-state-retention + RBAC posture taxonomy + per-mode deep section + transition diagram + I17 substrate inheritance section; (2) docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_METHODOLOGY_MODE.md NEW - Methodology mode deep spec (always-on underlay + persistent-across-sessions + brand-voice register check mandatory + methodology candidate row schema + operator UX); (3) akos/hlk_madeira_mode.py NEW - Pydantic models MadeiraModeSpec + MadeiraModeRegistry + CANONICAL_MODE_SPECS singleton frozen tuple per CONTRIBUTING.md Python Code Standards (Literal enums + frozen models + extra-forbid); (4) scripts/validate_madeira_mode_parity.py NEW - paired runbook per akos-executable-process-catalog.mdc RULE 1; parses MADEIRA_MODE_PARITY.md section 3.1 mode-enum table; validates against CANONICAL_MODE_SPECS; exit 0 PASS / 1 mismatch / 2 unparseable; (5) tests/test_validate_madeira_mode_parity.py NEW - 18 tests (12 registry tests + 6 validator tests) covering Pydantic enforcement + canonical SOP parse + missing-file + invalid-structure + swapped-rbac. All 18 tests PASS; validator exits 0 against canonical SOP; ReadLints clean on all 5 files. P2 (TOOL_CATALOG + TOOL_RBAC.csv) + P3 (PERSISTENCE + PERSONALITY SOPs) defer to subsequent commits this wave. Wave H closure (full sweep) defers to when all of I76 P1+P2+P3 + I78 P1+closure + I81 P1 land per cluster-burndown-plan.md section 6.1.,Wave H entry of post-Wave-G push 2026-05-19. Files-modified per per-initiative file-changes CSV. Reversibility: low - canonicals + Pydantic models + validator are forward-only; the 5-mode taxonomy is the elevation contribution; revert would require explicit decision and would lose Debug + Methodology modes (the I76 delta).,,,,v3.1
D-IH-78-CLOSURE,I78 closure verdict - P1+P2 chassis shipped + P3-P5 forward-chartered per axis-2 pragmatic-closure,INIT-OPENCLAW_AKOS-78,INIT-OPENCLAW_AKOS-71;INIT-OPENCLAW_AKOS-86,,,,closure,active,low,2026-05-19,docs/wip/planning/78-brand-voice-llm-as-judge/reports/2026-05-19-closure.md,D-IH-78-A,I78 INITIATIVE_REGISTRY row flips active->closed at Wave H lane-1 (subagent stream parallel to parent foreground I76 P2 work) per the I86 cluster burndown plan section 6 axis-2 pragmatic-closure executive call. Closure shape: P1 (Pydantic chassis) + P2 (release-gate INFO advisory wiring) shipped today; P3 (Strand C 30-day bias audit launch) + P4 (Strand D D-IH-78-PROMOTE promotion-to-strict ratification) + P5 (closure UAT) forward-chartered to a successor strict-mode-promotion follow-up that activates when (a) operator configures a live LLM provider under config/openclaw.json + (b) Strand C quantitative thresholds met per C-78-4. Three executive calls recorded in the closure report (subagent cannot AskQuestion; uses executive-call recovery pattern per akos-inline-ratification.mdc + akos-conflict-surfacing-and-blocker-trackers.mdc): (1) closure shape P1+P2-only with P3-P5 forward-chartered - reversibility single-diff at three sites; (2) provider scope mock-only at P1+P2 with live providers raising NotImplementedError - reversibility drop-in replacement at scripts/judge_brand_voice.py::_live_provider_call; (3) release-gate row category INFO advisory not PASS/FAIL - reversibility single-line edit per orthography promotion pattern precedent (D-IH-86-R Wave G B-G1). Deliverables landed: akos/brand_voice_judge.py NEW (7 Pydantic models + 7 type aliases + 5 default constants; frozen + extra-forbid); scripts/judge_brand_voice.py NEW (CLI runbook paired per akos-executable-process-catalog.mdc RULE 1 with --prose / --file / --self-test / --bias-audit-summary / --print-config subcommands; mock provider deterministic with 4 paraphrase exemplars; audience-class enforcement per akos-brand-baseline-reality.mdc dual-register contract); docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/canonicals/_validators/judge-pack.yml NEW (operator-editable pack at safe defaults); tests/test_brand_voice_judge.py NEW (39 tests at @pytest.mark.brand all PASS in 0.38s); scripts/release-gate.py + config/verification-profiles.json (CI wiring as INFO advisory). Cluster sibling table delta: 6 closed siblings before this commit (I17 + I79 + I80 + I84 + I85 + I87) becomes 7 closed after I78 closes today.,Wave H lane-1 (subagent stream) of post-Wave-G push 2026-05-19. Files-modified tracked in docs/wip/planning/86-initiative-cluster-execution-coordinator/files-modified.csv under phase wave-h-lane-1 per per-initiative file-changes CSV contract. Reversibility: single-diff flip of status closed->active in INITIATIVE_REGISTRY.csv + mint D-IH-78-REOPEN row in DECISION_REGISTER.csv + flip master-roadmap.md frontmatter status: closed -> active. Successor follow-up initiative alternative documented in closure report section 6 forward-chartered work.,,,,v3.1
D-IH-81-F,I81 P1 integrity matrix methodology + PASS threshold ratified,INIT-OPENCLAW_AKOS-81,,,,,execution,active,low,2026-05-19,docs/wip/planning/81-vault-integrity-layout-milestones-retrofit/reports/2026-05-19-p1-closure.md,D-IH-81-A,"Per I81 master-roadmap section 2 deferred-decisions table close at P1. Methodology: 5 coverage signals per executable row (knowledge_pairing_status + paired_sop_status + mirror_coverage_status + audience_tags_status + cadence_status) aggregated to 3-value verdict pass/partial/fail via deterministic KbIntegrityMatrixRow.compute_verdict. Executable predicate: item_granularity in {task, process} (1085 rows in real corpus). Substring-scan heuristics for KP + SOP signals (honest + cheap); mirror coverage by construction of compliance_mirror_emit; audience tags deferred at P1 baseline pending I85 wire follow-up; cadence lookup against canonical 4-value enum per akos-executable-process-catalog.mdc RULE 3. PASS threshold = 95 percent matches I71/I80 retrofit precedent. Threshold NOT enforced at P1 baseline (audit emits as CI INFO advisory); strict-mode promotion gated at I81 P9 closure UAT when pass_rate has been lifted to >= 95 percent by P4-P8 retrofit waves + I85 audience-tags wire commit. Pass_rate at this P1 baseline commit = 0.00 percent (expected; audience_tags_deferred floor pulls every row below pass; the metric becomes meaningful as forward-chartered work lands).",Wave H lane-2 subagent stream 2026-05-19. Reversibility: low - threshold tunable via --pass-threshold flag; signal heuristics replaceable in scripts/audit_kb_integrity.py single-diff sites; promotion to strict via release-gate argv flip.,,,,v3.1
D-IH-81-K,I81 P1 vault-integrity baseline milestone closed,INIT-OPENCLAW_AKOS-81,INIT-OPENCLAW_AKOS-85;INIT-OPENCLAW_AKOS-82;INIT-OPENCLAW_AKOS-86,,,,execution,active,low,2026-05-19,docs/wip/planning/81-vault-integrity-layout-milestones-retrofit/reports/2026-05-19-p1-closure.md,D-IH-81-A,I81 P1 (milestone I81-VAULT-INTEGRITY-BASELINE) closes at this commit (Wave H lane-2 subagent stream parallel to parent foreground I76 P2 work + this subagent lane-1 I78 closure at commit 718a7cf). Deliverables landed: akos/hlk_kb_integrity.py NEW (2 Pydantic models KbIntegrityMatrixRow + KbIntegrityAuditSummary + 3 type aliases + ITEM_ID_RE + 3 path constants; all frozen+extra-forbid); scripts/audit_kb_integrity.py NEW (paired runbook with default/--out-dir/--date/--pass-threshold/--strict/--print-summary subcommands; decomposed helpers for testability); tests/test_audit_kb_integrity.py NEW (26 tests at @pytest.mark.hlk all PASS in 0.68s including 2 smoke tests against real corpus); docs/wip/planning/81-.../reports/i81/kb-integrity-matrix-2026-05-19.csv NEW (1085 executable rows x 12 columns); reports/i81/kb-integrity-audit-2026-05-19.md NEW (8-section narrative + per-area distribution + top-gap analysis + next-action routing); reports/2026-05-19-p1-closure.md NEW (3 executive calls with reversibility documented); scripts/release-gate.py + config/verification-profiles.json (CI wiring as INFO advisory; emit-only at P1 baseline; --strict promotion forward-chartered to P9 closure UAT). 3 executive calls recorded inline per akos-inline-ratification.mdc + akos-conflict-surfacing-and-blocker-trackers.mdc recovery pattern (subagent cannot AskQuestion): (1) 5-signal methodology + 95 percent threshold (closes D-IH-81-F); (2) matrix as report-class not canonical SSOT; (3) audience-tags wire forward-chartered to follow-up commit. Each call carries single-diff reversibility + operator override mechanism. Cluster sibling count unchanged at 7 of 13 closed - this is phase closure not initiative closure. I81 stays active with P2 (layout migration Wave J) + P3 (named-milestone schema Wave J) + P4-P8 (per-area SOP retrofits absorbed-mode) + P9 (closure UAT Wave K) remaining per cluster burndown plan.,Wave H lane-2 subagent stream 2026-05-19. Files-modified tracked in docs/wip/planning/86-initiative-cluster-execution-coordinator/files-modified.csv under phase wave-h-lane-2.,,,,v3.1
D-IH-76-E,I76 P2 canonical-CSV gate ratification - MADEIRA_TOOL_RBAC.csv 16-category seed,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-86,,,,governance,active,medium,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-D,I76 P2 canonical-CSV gate ratified per akos-governance-remediation.mdc HLK compliance governance. Operator accepted recommended default A (RATIFY AS-IS) at inline-ratify gate posed 2026-05-19 in the Wave H chat (skip-question accepted = default ratify per akos-inline-ratification.mdc time-box-fallback pattern). 16 tool-category seed binds the 5-mode posture taxonomy (Ask + Plan + Agent + Debug + Methodology per MADEIRA_MODE_PARITY.md section 3.1) to concrete tool surfaces (Cursor-native + shell + MCP + scripts-runbook). 15-column schema with 3-value per-mode permission cells (yes/no/conditional) including stale-constraint detection (conditional_constraint must be non-empty when any cell is conditional AND must be empty when no cell is conditional). Deliverables landed at this commit: (1) akos/hlk_madeira_tool_rbac.py NEW Pydantic SSOT (MadeiraToolRbacRow + MadeiraToolRbacRegistry + 15-column FIELDNAMES tuple + 3 Literal enums + model_validator for stale-constraint detection); (2) scripts/validate_madeira_tool_rbac.py NEW paired runbook per akos-executable-process-catalog.mdc RULE 1 (header parity + per-row Pydantic + uniqueness + FK to DECISION_REGISTER advisory or strict); (3) tests/test_validate_madeira_tool_rbac.py NEW 19 tests; (4) docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_TOOL_CATALOG.md NEW human-readable companion (9 sections: purpose; 16-category seed; per-mode summary matrix; conditional constraint examples; provenance taxonomy; cadence + maintenance; RBAC posture cross-reference; cursor-rules adherence; cross-references); (5) docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/dimensions/MADEIRA_TOOL_RBAC.csv NEW canonical CSV with 16 seed rows; (6) PRECEDENCE.md row registering the canonical; (7) config/verification-profiles.json wired validate_madeira_mode_parity + validate_madeira_tool_rbac into pre_commit profile; (8) scripts/release-gate.py wired both run_madeira_mode_parity_validation + run_madeira_tool_rbac_validation per CONTRIBUTING.md release-gate pattern. All gates PASS: 16 RBAC rows strict-validated against DECISION_REGISTER FK; 19 RBAC tests + 18 mode-parity tests = 37 tests pass; validate_hlk PASS; ReadLints clean across all 8 changed files.,Wave H of post-Wave-G push 2026-05-19. Files-modified per per-initiative file-changes CSV. Reversibility: medium - RBAC matrix is forward-only for the schema + Pydantic shape but per-row permission values can be tightened or loosened via operator-gated CSV edit; conditional_constraint text can be revised; category boundaries can be split or merged in a successor commit with named D-IH-76-* revision.,,,,v3.1
D-IH-76-F,MADEIRA persistence vehicle registry mint (canonical-CSV gate),INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-86,,,topic_madeira_platform;topic_governance_moat,governance,active,medium,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-E,Mints MADEIRA_PERSISTENCE_VEHICLE_REGISTRY.csv as new canonical-CSV per I76 P3 axis 1 operator framing (registry-shaped + scalable + co-designed). 21-col schema with memory_class (industry taxonomy aligned with LangGraph long-term memory + Letta MemGPT + mem0 + Anthropic Memory tool: semantic / episodic / procedural / working / organizational) + per-vehicle parameterized staleness_days + staleness_posture (none / cite_and_flag / refuse_without_ratify) with model_validator-enforced alignment catching stale-constraint drift at row mint. Closes the read+write half of akos-external-render-discipline.mdc via target_audience semicolon-list (operator_private / operator_plus_aics / external_handoff). 16 seed rows: 11 active (decision_register / logic_change_log / operator_scratchpad / initiative_registry / files_modified_csv / blocker_tracker / scope_overlap_tracker / initiative_decision_log / master_roadmap / pause_record / cursor_rules) + 4 planned (madeira_session_fyi / self_checkpoint / cursor_skills / agent_transcripts) + 1 inactive (cursor_memory placeholder pending I76 P5 UAT closure). Replaces the hardcoded 3-vehicle list at MADEIRA_MODE_PARITY.md section Methodology Mode L160 with this scalable registry. Strawman refined per Lane 1 schema research (added memory_class + 5 metadata columns over the original 14-col strawman) + Lane 2 vehicle-additions research (added 6 active vehicles over the 5-vehicle strawman) + Lane 3 brand_baseline_reality refactor (lifted scan helpers into akos.brand_baseline_reality so scripts/madeira_personality_check.py can call them as the BBR self-policing surface for every Madeira output). Deliverables landed at this commit: (1) akos/hlk_madeira_persistence_vehicle.py NEW Pydantic SSOT (already shipped as part of canonical CSV mint); (2) scripts/validate_madeira_persistence_vehicle.py NEW paired runbook per akos-executable-process-catalog.mdc RULE 1; (3) tests/test_validate_madeira_persistence_vehicle.py NEW 41 tests; (4) docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-TECH_MADEIRA_PERSISTENCE_001.md NEW registry-driven persistence SOP (does not enumerate vehicles in prose); (5) scripts/madeira_persistence_check.py NEW paired runbook for staleness audit; (6) akos/brand_baseline_reality.py NEW shared scan module per Lane 3 refactor; (7) tests/test_brand_baseline_reality.py NEW 24 tests for the new akos module; (8) scripts/madeira_personality_check.py NEW BBR self-policing call surface; (9) scripts/validate_brand_baseline_reality_drift.py REFACTORED into thin shim importing akos.brand_baseline_reality; (10) PRECEDENCE.md row registering the canonical; (11) config/verification-profiles.json wired validate_madeira_persistence_vehicle into pre_commit; (12) scripts/release-gate.py wired run_madeira_persistence_vehicle_validation per CONTRIBUTING.md. The personality SOP (SOP-TECH_MADEIRA_PERSONALITY_001.md) is forward-chartered to Lane B of I76 P3 pending voice canonical research closure; the personality runbook is shipped today because it is the call surface Madeira self-polices through.,Wave H of post-Wave-G push 2026-05-19; PERSISTENCE SIDE only. Files-modified per per-initiative file-changes CSV. Reversibility: medium - registry schema + Pydantic shape are forward-only but per-row content (status flips / staleness threshold tunes / new vehicle appends) is operator-gated CSV edit. Personality side commits later when Lane B voice canonical research completes.,,,,v3.1
D-IH-76-G,MADEIRA voice canonical shape - PROSE-FIRST SOP + Pydantic chassis only at v1,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-86,,,topic_madeira_platform;topic_governance_moat,governance,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-F,I76 P3 Lane C personality side canonical-shape ratification per operator framing at 2026-05-19 21:00. Operator quote justifying PROSE-FIRST over Lane B hybrid recommendation: 'not overengineered'. SOP + Pydantic chassis only at v1; NO CSV registry today. CSV promotion deferred to I76 P5 UAT signal when (a) N>1 operator OR (b) N>1 AIC OR (c) N>3 role-classes prove the need. Departure from Lane B's hybrid (SOP + Pydantic + CSV) recommendation kept the v1 surface tight while preserving the registry-shape upgrade path via Pydantic-to-CSV mirror precedent (Lane A MADEIRA_PERSISTENCE_VEHICLE_REGISTRY.csv shipped 5e90dd4 mirroring akos/hlk_madeira_persistence_vehicle.py). Deliverables: akos/hlk_operator_voice.py NEW Pydantic chassis + 9-trait STANDARD_TRAIT_VOCABULARY frozenset + 3-class STANDARD_AUDIENCE_CONSTRAINTS frozenset + 2 seed profiles in STANDARD_VOICE_PROFILES dict (voice_akos_founder_2026 + voice_akos_system_owner_2026); SOP-TECH_MADEIRA_PERSONALITY_001.md NEW universal voice contract with 13 sections + frontmatter linking D-IH-76-G..M + paired runbook citation; scripts/madeira_personality_check.py EXTENDED with load + voice-audit subcommands consuming akos.brand_baseline_reality.scan_text for jargon-leak detection; tests/test_hlk_operator_voice.py NEW 55 tests covering chassis enforcement + seed profile contract + frozen model + closed vocabulary + closed audience set.,Wave H I76 P3 personality side 2026-05-19 (Lane C). Files-modified per per-initiative file-changes CSV. Reversibility: low - PROSE-FIRST is a v1-surface choice not an irreversible architectural commitment; CSV promotion is a forward upgrade path mirroring Lane A's Pydantic-to-CSV pattern when UAT signals warrant it.,,,,v3.1
D-IH-76-H,MADEIRA voice trait vocabulary closed at 9 traits in STANDARD_TRAIT_VOCABULARY frozenset,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-86,,,topic_madeira_platform,governance,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-G,Vocabulary closure ratification per operator framing at 2026-05-19 21:00. 9 traits closed at v1 in akos.hlk_operator_voice.STANDARD_TRAIT_VOCABULARY frozenset. Founder set (5): methodology-checkpoint-explicit + cite-by-file-path-and-line + numbered-explicit-lists + multilingual-en-fr-es + lowercase-casual. System Owner set (4): validator-first + evidence-citation-required + decision-id-explicit + pause-point-conscious. Additions via Pydantic edit + canonical-gate semantics (PR + operator ratify + test). Operator framing: traits should be a closed vocabulary at v1 so AICs at session start per D-IH-76-M per-AIC re-load can self-load the profile without re-deriving the voice contract from scratch every session. Pydantic enforces subset semantics on OperatorVoiceProfile.traits via model_validator catching drift at row mint. The 'cite-by-file-path-and-line' trait appears in BOTH the founder set (trait 2) AND the system_owner profile (shared trait); 5+4=9 distinct traits with the shared trait counted once in the vocabulary.,Wave H I76 P3 personality side 2026-05-19 (Lane C). Reversibility: low - vocabulary additions are one-PR PR-and-ratify away; the closed-at-v1 stance is the discipline gate not an irreversible architectural lock.,,,,v3.1
D-IH-76-I,MADEIRA voice audience_constraint v1 set ratified at three classes,INIT-OPENCLAW_AKOS-76,INIT-OPENCLAW_AKOS-86;INIT-OPENCLAW_AKOS-85,,,topic_madeira_platform,governance,active,low,2026-05-19,docs/wip/planning/76-madeira-elevation/decision-log.md,D-IH-76-H,"Scope-constraint ratification per operator framing at 2026-05-19 21:00. v1 set = {J-OP, J-AD-post-NDA, J-CO} per AUDIENCE_REGISTRY.csv row 9 (J-OP operator-internal) + row 6 (J-AD advisor hybrid; post-NDA internal-vocabulary cleared) + row 8 (J-CO collaborator hybrid; methodology peers + open-source contributors + academic research-collaborators). Operator pre-verified that J-CO covers the research-collaborator class per AUDIENCE_REGISTRY description so no separate J-RS audience needs minting; if research-collaborator pattern diverges in future canon, the v1 set extends via Pydantic Literal + canonical-gate. Operator framing 'i am planning to implement madeira no others, so the method must be scalable and replicable' = audience_constraint is extensible by canonical-gate. Pydantic enforces subset semantics on OperatorVoiceProfile.audience_constraint via model_validator catching drift at row mint. Founder voice = all 3 audiences; System Owner voice = J-OP only at v1.","Wave H I76 P3 personality side 2026-05-19 (Lane C). Reversibility: low - audience-set extensions are one-PR PR-and-ratify away; SUB-DECISION FORWARD-CHARTERED: if a separate J-RS research-collaborator audience class is later carved out from J-CO, this row's v1-set will be extended via a successor D-IH-76-I-V2 row. AUDIENCE_REGISTRY.csv verified at this commit: J-CO row already covers research-collaborator pattern.",,,,v3.1
