type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id,sop_path,runbook_path
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,(PP) Define Audience,gtm_madeira_dtp_35,task,,,,GTM operating item under MADEIRA product delivery — Planning Phase. Scope: (PP) Define Audience.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Planning Phase'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,(PP) Core Messaging,gtm_madeira_dtp_36,task,,,,GTM operating item under MADEIRA product delivery — Planning Phase. Scope: (PP) Core Messaging.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Planning Phase'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA sales tools and collateral,gtm_ws_madeira_sales,Prospect Presentation,gtm_madeira_dtp_37,task,,,,GTM operating item under MADEIRA product delivery — Sales Tools (for All Orientations). Scope: Prospect Presentation.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Sales Tools (For all orientations)'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA sales tools and collateral,gtm_ws_madeira_sales,MADEIRA product delivery — Demo,gtm_madeira_dtp_38,task,,,,GTM operating item under MADEIRA product delivery — Sales Tools (for All Orientations). Scope: Demo.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Sales Tools (For all orientations)'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA sales tools and collateral,gtm_ws_madeira_sales,Competitive Positioning (PORTER),gtm_madeira_dtp_39,task,,,,GTM operating item under MADEIRA product delivery — Sales Tools (for All Orientations). Scope: Competitive Positioning (PORTER).,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Sales Tools (For all orientations)'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA sales tools and collateral,gtm_ws_madeira_sales,FAQs sheet & SOP,gtm_madeira_dtp_40,task,,,,GTM operating item under MADEIRA product delivery — Sales Tools (for All Orientations). Scope: FAQs sheet & SOP.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Sales Tools (For all orientations)'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,Alpha Release,gtm_madeira_dtp_41,task,,,,GTM operating item under MADEIRA product delivery — Product Release. Scope: Alpha Release.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Product Release'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,Beta Release,gtm_madeira_dtp_42,task,,,,GTM operating item under MADEIRA product delivery — Product Release. Scope: Beta Release.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Product Release'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,General Availability,gtm_madeira_dtp_43,task,,,,GTM operating item under MADEIRA product delivery — Product Release. Scope: General Availability.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Product Release'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product delivery — MADEIRA API surface item,gtm_madeira_dtp_44,task,,,,GTM operating item under MADEIRA product delivery — Product Release. Scope: Press Gathering on each release (Channel/Content Strategy).,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Product Release'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,Research Material,gtm_madeira_dtp_45,task,,,,GTM operating item under MADEIRA product delivery — Proof-of-concept. Scope: Research Material.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product delivery — Manifiesto or Reason to Be/Believe,gtm_madeira_dtp_46,task,,,,GTM operating item under MADEIRA product delivery — Proof-of-concept. Scope: Manifiesto or Reason to Be/Believe.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,"Sketches (in any output, from 1 to 3)",gtm_madeira_dtp_47,task,,,,"GTM operating item under MADEIRA product delivery — Proof-of-concept. Scope: Sketches (in any output, from 1 to 3).",,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,1st Shareable Proof-Of-Concept (PoC),gtm_madeira_dtp_48,task,,,,GTM operating item under MADEIRA product delivery — Proof-of-concept. Scope: 1st Shareable Proof-Of-Concept (PoC).,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,MKT,CTO,AI Engineer,,,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,Initiate Sales Phase internally in the form of a UAT over PoC,gtm_madeira_dtp_49,task,,,,GTM operating item under MADEIRA product delivery — Proof-of-concept. Scope: Initiate Sales Phase internally in the form of a UAT over PoC.,,Original Trello path: item_parent_2='MADEIRA Project'; item_parent_1='PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,medium,3,2026-05-14,AI Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Program Management,hol_opera_dtp_148,PMO project portfolio SSOT,hol_opera_dtp_310,process,,,,Maintains the PMO project portfolio SSOT table and GOI/POI-style stakeholder index. Canonical markdown: docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/TOPIC_PMO_CLIENT_DELIVERY_HUB.md.,Follow SOP-PMO_PROCESS_LIST_CSV_MAINTENANCE_001 when changing parent ids or portfolio anchors.,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_INITIATIVE_PROGRAM_ANCHORS_001.md,scripts/pmo_program_anchor_backfill.py
Internal,Employee,Think Big,MKT,CMO,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Holistika Internal GTM Proof Run (90-Day),holistika_reach_dtp_001,process,,,,Internal proof of GTM for Holistika as a services firm: measurable qualified conversations and pipeline velocity; segment playbooks without duplicate org entities.,,3,1,medium,3,,2026-05-14,Reach Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,CMO,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Agency Partner Proposal Intake and Fit Assessment,holistika_reach_dtp_002,process,,,,Platform-agnostic partner intake: proposal to fit assessment to integration design; map to process_list and SOPs regardless of vendor.,,3,1,medium,3,,2026-05-14,Reach Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,End-to-End Marketing Lead Flow,thi_opera_dtp_289,Inbound Response SLA (Holistika Services),holistika_reach_dtp_003,process,,,,Response-time SLA and routing for inbound leads aligned to Supabase and Calendly per lead flow description.,,3,1,medium,3,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,GOI/POI register maintenance,hol_peopl_dtp_303,process,,,,Maintenance of canonical GOI (Group of Interest) and POI (Person of Interest) register. Knowledge dimension for deterministic obfuscation of organisations and persons across the vault and transcript redaction.,Follow SOP-HLK_GOIPOI_REGISTER_MAINTENANCE_001 when adding ref_ids. Never recycle slugs after retirement. Off-repo identity mapping kept by Compliance.,SOP,2,1,high,3,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Adviser transcript redaction,hol_peopl_dtp_304,process,,,,Forward-only redaction of adviser call transcripts before commit. Substitutes private names with GOI/POI ref_ids; strips emails. phones. and personal filesystem paths.,Follow SOP-HLK_TRANSCRIPT_REDACTION_001. Helper script scripts/redact_transcripts_p2.py is idempotent. Decision D-CH-2 defers git filter-repo; re-evaluation triggers documented in initiative 21 decision log.,SOP,2,1,high,3,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,External Adviser Engagement,hol_opera_ws_5,workstream,,,,External Adviser Engagement plane (ADVOPS): cross-program scaffolding for Legal. Fiscal. IP. Banking. Certification. and Notary engagements. Reusable across founder incorporation and future programs.,SOP-EXTERNAL_ADVISER_ENGAGEMENT_001 governs. Disciplines lookup: ADVISER_ENGAGEMENT_DISCIPLINES.csv.,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,External Adviser Engagement,hol_opera_ws_5,Adviser engagement disciplines maintenance,hol_opera_dtp_311,process,,,,Maintenance of canonical ADVISER_ENGAGEMENT_DISCIPLINES.csv lookup that drives the ADVOPS plane router. Adding a new discipline (e.g. accounting. employment) is a row-level change with no schema impact.,Follow SOP-EXTERNAL_ADVISER_ENGAGEMENT_001 §4.1. Validator: scripts/validate_adviser_disciplines.py. Mirror: compliance.adviser_engagement_disciplines_mirror.,SOP,2,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-EXTERNAL_ADVISER_ENGAGEMENT_001.md,scripts/export_adviser_handoff.py
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,External Adviser Engagement,hol_opera_ws_5,Adviser open questions register maintenance,hol_opera_dtp_312,process,,,,Maintenance of canonical ADVISER_OPEN_QUESTIONS.csv. Replaces FOUNDER_OPEN_QUESTIONS_EXTERNAL_COUNSEL.md as SSOT; vault MD becomes a derived per-discipline view.,Follow SOP-EXTERNAL_ADVISER_ENGAGEMENT_001 §4.2. Validator: scripts/validate_adviser_questions.py. Mirror: compliance.adviser_open_questions_mirror.,SOP,2,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-EXTERNAL_ADVISER_ENGAGEMENT_001.md,scripts/validate_adviser_questions.py
Internal,Employee,Think Big,MKT,CMO,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand Voice Foundation,thi_mkt_ws_3,workstream,,,,Brand voice foundation workstream covering canonical brand-voice protocols (charter. archetype. narrative pillars. register matrix. do/don't) and the four-layer Communication Methodology SOP. Owned by Brand Manager (CMO chain) per D-IH-10/D-IH-17.,SOP-HLK_COMMUNICATION_METHODOLOGY_001 governs.,,3,1,high,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand Voice Foundation,thi_mkt_ws_3,Communication methodology maintenance,thi_mkt_dtp_293,process,,,,Maintenance of canonical SOP-HLK_COMMUNICATION_METHODOLOGY_001 and the brand foundation MDs (BRAND_VOICE_FOUNDATION / BRAND_REGISTER_MATRIX / BRAND_DO_DONT). Brand-craft is operator-lived knowledge per D-IH-17; SOP cites the foundation rather than inventing it.,Annual Brand Manager review (D-IH-17 trigger). Per-message workflow uses scripts/compose_adviser_message.py to read brand foundation tokens. Drift detection: scaffold-staged foundation MDs fail composer with BRAND_FOUNDATION_NOT_READY unless --allow-scaffold-tokens for dry-run.,SOP,3,1,high,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,DevOPS,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,External repo blessing,SOP-EXTERNAL_REPO_BLESSING_001,process,,,,Apply standard governance + CI/CD + observability artefacts to a Holistika-tracked external repo using scripts/bless_external_repo.py.,,SOP,2,1,medium,3,2026-05-14,DevOPS,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,DevOPS,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,External repo drift remediation,SOP-EXTERNAL_REPO_DRIFT_REMEDIATION_001,process,,,,Detect and auto-remediate drift between AKOS canonical templates and the consumer copies via the auto-PR loop (release-gate + scripts/bless_external_repo.py --auto-pr).,,SOP,2,1,high,3,2026-05-14,DevOPS,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,Cross-repo schema propagation,SOP-CROSS_REPO_SCHEMA_PROPAGATION_001,process,,,,Notify consumers of AKOS canonical CSV changes and regenerate downstream TypeScript types via scripts/notify_consumers_of_canonical_change.py + scripts/regen_consumer_types.py.,,SOP,2,1,medium,3,2026-05-14,System Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,,,Brand Governance,tbi_mkt_prj_brand_governance_001,project,,,,"Brand canon governance program (I66): owns the 13 BRAND_*.md canonicals, voice register modulation, jargon audit, drift-gate operations, and founder bio canonical maintenance. Per D-IH-66-R (sub-mark accountability), Brand Manager owns brand expression across all sub-marks; sub-mark delivery modes are owned by relevant existing function heads (Holistik Researcher / CMO+COO / CTO).",docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_CANON_MAINTENANCE_001.md,,2,1,1,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,,,Intelligence Operations,hol_res_prj_intelligence_ops_001,project,,,,"CORPINT-research operations program (I66): codifies the four HUMINT-derived SOPs (counterparty baseline assessment, elicitation discipline, reliability grading, intelligence report). Methodology adapted (not literally applied) from US Army FM 2-22.3 + ICD-203 public-release doctrine. Internal-register scope; per D-IH-66-M, never rendered to non-cleared audiences.",docs/references/hlk/v3.0/Research/Intelligence/canonicals/,,2,1,1,medium,2026-05-14,Holistik Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,,,Engagement Operations,hol_res_prj_engagement_ops_001,project,,,,"Per-engagement operations program (I66): discovery questionnaire, proposal generation, multi-cell engagement design. Per D-IH-66-R, no dedicated Engagement Manager role; processes split across Holistik Researcher (research-led discovery + multi-cell design) and Brand Manager (proposals, as brand-derived deliverables).",docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/,,2,1,1,medium,2026-05-14,Holistik Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Legal,CPO,Legal Counsel,,,,,Brand Legal Operations,hol_lgl_prj_brand_legal_001,project,,,,Brand legal operations program (I66): trademark monitoring (EUIPO + OEPM across umbrella + 3 sub-marks + 5 product marks per BRAND_HIERARCHY) and IP register maintenance.,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/SOP-LEGAL_TRADEMARK_MONITORING_001.md,,2,1,1,medium,2026-05-14,Legal Counsel,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Brand canon maintenance,tbi_mkt_prc_brand_canon_mtnce_001,process,,,,Quarterly review of the 13 BRAND_*.md canonicals + cross-reference integrity + sub-mark / product reality check. Triggers tranche updates if a canonical is older than 12 months without a structural review. Governed by SOP-BRAND_CANON_MAINTENANCE_001.,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_CANON_MAINTENANCE_001.md,,2,1,4,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,pattern_drift_gate_validator,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Brand-name and domain naming decision,tbi_mkt_prc_brand_domain_naming_001,process,,,,CMO-accountable decision flow composing the three brand-name + domain governance silos into one path: brand-architecture fit (BRAND_ARCHITECTURE + BRAND_ABBREVIATIONS) then trademark clearance (SOP-TRADEMARK_NAMING_GOVERNANCE_001 for new sub-marks / product brands; Founder gate at Step 6) then domain availability + topology (SUBDOMAINS_REGISTRY + Vercel / Cloudflare) then make / buy / broker decision. RACI: A=CMO; R=Brand & Narrative Manager + Legal Counsel + System Owner / Domain Specialist; C=Founder + MKT/GTM; I=Operations. Governed by SOP-BRAND_DOMAIN_NAMING_001 + brand-naming-craft skill.,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_DOMAIN_NAMING_001.md,,2,1,,medium,2026-05-31,Brand & Narrative Manager,D-IH-86-FK,v3.2,,,,on_demand,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Brand voice drift triage,tbi_mkt_prc_voice_drift_triage_001,process,,,,Monthly classification of soft-INFO signals from validate_brand_jargon.py + validate_brand_voice_register.py: each hit classified as accept-canon-change / require-source-fix / defer; quarterly strict-mode promotion review. Governed by SOP-BRAND_VOICE_DRIFT_TRIAGE_001.,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_VOICE_DRIFT_TRIAGE_001.md,,2,1,12,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Register matrix per-audience review,tbi_mkt_prc_register_matrix_review_001,process,,,,Bi-annual review of BRAND_REGISTER_MATRIX.md + BRAND_BASELINE_REALITY_MATRIX.md per-audience entries; updates rows when an audience's signature pattern shifts. Governed by SOP-BRAND_REGISTER_MATRIX_REVIEW_001.,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_REGISTER_MATRIX_REVIEW_001.md,,2,1,2,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Jargon audit registry update,tbi_mkt_prc_jargon_audit_review_001,process,,,,Quarterly review of BRAND_JARGON_AUDIT.md + BRAND_ABBREVIATIONS.md against newly observed external prose drift; updates forbidden / allowed token lists. Governed by SOP-BRAND_JARGON_AUDIT_REVIEW_001.,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/SOP-BRAND_JARGON_AUDIT_REVIEW_001.md,,2,1,4,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Intelligence Operations,hol_res_prj_intelligence_ops_001,Counterparty baseline reality assessment,hol_res_prc_counterparty_baseline_assess_001,process,,,,"Pre-engagement structured assessment of counterparty (audience type, decision-maker shape, declared and inferred posture, known anti-patterns). Internal-register output; never rendered to counterparty. Governed by SOP-IO_COUNTERPARTY_BASELINE_ASSESSMENT_001.",docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_COUNTERPARTY_BASELINE_ASSESSMENT_001.md,,2,1,,medium,2026-06-10,Holistik Researcher,D-IH-94-C,v3.0,,,,,,,,,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_COUNTERPARTY_BASELINE_ASSESSMENT_001.md,scripts/validate_research_action.py
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Intelligence Operations,hol_res_prj_intelligence_ops_001,Elicitation discipline,hol_res_prc_elicitation_discipline_001,process,,,,"Per-engagement elicitation plan: choice of approach techniques (direct interrogation / direct elicitation default / indirect elicitation / provocation), discovery questions across 5 sections, listening-protocol checklist, post-engagement follow-up cadence. Governed by SOP-IO_ELICITATION_DISCIPLINE_001.",docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_ELICITATION_DISCIPLINE_001.md,,2,1,,medium,2026-06-10,Holistik Researcher,D-IH-94-C,v3.0,,,,,,,,,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_ELICITATION_DISCIPLINE_001.md,scripts/validate_research_action.py
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Intelligence Operations,hol_res_prj_intelligence_ops_001,Source reliability grading,hol_res_prc_reliability_grading_001,process,,,,Adapted-from-Admiralty A-F x 1-6 two-dimensional grading of every source consulted in an engagement (reliability x credibility). Internal-register; never rendered to counterparty literally; translated to high-confidence / working-hypothesis / open-question for external deliverables. Governed by SOP-IO_RELIABILITY_GRADING_001.,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_RELIABILITY_GRADING_001.md,,2,1,,medium,2026-06-10,Holistik Researcher,D-IH-94-C,v3.0,,,,,,,,,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_RELIABILITY_GRADING_001.md,scripts/validate_research_action.py
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Intelligence Operations,hol_res_prj_intelligence_ops_001,Intelligence report,hol_res_prc_intelligence_report_001,process,,,,"BLUF-led, source-graded internal-register report produced after a counterparty engagement (within 24h). Counterpart of the external-register research brief / engagement report. 6-section structure (BLUF / updated baseline / source-graded reliability / recommended next action / translation rules / cross-references). Governed by SOP-IO_INTELLIGENCE_REPORT_001.",docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_INTELLIGENCE_REPORT_001.md,,2,1,,medium,2026-06-10,Holistik Researcher,D-IH-94-C,v3.0,,,,,,,,,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_INTELLIGENCE_REPORT_001.md,scripts/validate_research_action.py
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Engagement Operations,hol_res_prj_engagement_ops_001,Discovery questionnaire ops,hol_eng_prc_discovery_questionnaire_001,process,14,8,24,"External-register discovery questionnaire delivery; templated per audience (investor / SME / advisor / ENISA / partner / recruiter / customer). Per D-IH-66-R, role_owner is Holistik Researcher (research-led discovery); internal-register companion is B6 (elicitation). Governed by SOP-ENG_DISCOVERY_QUESTIONNAIRE_001. min/par/max effort hours match the discovery_synthesis method shape in SOP-ENG_ESTIMATION_DISCIPLINE_001 §3.",docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/SOP-ENG_DISCOVERY_QUESTIONNAIRE_001.md,,2,1,,medium,2026-05-14,Holistik Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Engagement Operations,hol_res_prj_engagement_ops_001,Proposal generation,hol_eng_prc_proposal_001,process,16,8,28,"Templated proposal (scope + price posture + per-cell mapping into the SERVICE_OFFERING_CATALOG); produced after baseline assessment + elicitation cycle. Per D-IH-66-R, role_owner is Brand Manager (proposals are brand-derived deliverables; voice-tier-aligned per BRAND_REGISTER_MATRIX). Governed by SOP-ENG_PROPOSAL_001. min/par/max effort hours follow the proposal-author cycle calibrated against SOP-ENG_ESTIMATION_DISCIPLINE_001.",docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/SOP-ENG_PROPOSAL_001.md,,2,1,,medium,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,O5-1,Holistik Researcher,,,Engagement Operations,hol_res_prj_engagement_ops_001,Engagement design (multi-cell),hol_eng_prc_engagement_design_001,process,40,24,72,"When the engagement spans multiple SERVICE_OFFERING_CATALOG cells, this process governs cell-to-cell transition design + per-phase deliverable lock + per-phase voice-tier consistency. Per D-IH-66-R, role_owner is Holistik Researcher (multi-cell methodology orchestration). Governed by SOP-ENG_ENGAGEMENT_DESIGN_001. min/par/max effort hours match design_specification in SOP-ENG_ESTIMATION_DISCIPLINE_001 §3.",docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/SOP-ENG_ENGAGEMENT_DESIGN_001.md,,2,1,,medium,2026-05-14,Holistik Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
