canonical_id,name,owning_area,owning_role,file_path,artifact_type,supabase_schema,mirror_table,view_name,panel_slot,classification,confidentiality,last_review,validator,status,notes
semantic_layer,Holistika Semantic Layer,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/SEMANTIC_LAYER.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_metrics_registry.py,active,I93 P4 define-once metric doctrine; pairs thi_data_dtp_31 (D-IH-93-D). HCAM companion (P95-GOV-2).
metrics_registry,Metrics Registry,Data,Data Steward,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/dimensions/METRICS_REGISTRY.csv,csv,data_governance,,,,way_of_working,internal,2026-06-04,validate_metrics_registry.py,active,I93 P4 semantic layer SSOT; 5 seed metrics with source_contract_id FKs.
sop_data_lineage_001,SOP Formal Data Lineage 001,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_LINEAGE_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,Paired SOP for T1-T2-T3 lineage per I93 P4. process_list thi_data_dtp_275; runbook data_lineage_check.py.
sop_data_masterdata_golden_record_001,SOP Enterprise Master Data Golden Record 001,Data,Data Steward,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_MASTERDATA_GOLDEN_RECORD_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,I93 P5 MDM golden-record SOP. process_list thi_data_dtp_32; runbook mdm_golden_record_check.py.
data_privacy_retention_policy,Data Privacy and Retention Policy,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_PRIVACY_RETENTION_POLICY.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,I93 P5 classification enum + retention schedules; feeds P7 component matrix (D-IH-93-D).
data_bi_governance,Data BI Governance,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_bi_consumer_registry.py,active,I93 P5b Postgres-native warehouse + T1-T10 BI tiers + engagement streams A/B/C (D-IH-93-I amended).
data_integration_plane,Data Integration Plane,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_INTEGRATION_PLANE.md,md,data_governance,,,,way_of_working,internal,2026-06-04,bi_integration_readiness_check.py,active,I93 P5b Edge/pgmq/webhook/FDW/RPA integration doctrine (D-IH-93-I).
bi_consumer_registry,BI Consumer Registry,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/BI_CONSUMER_REGISTRY.csv,csv,data_governance,,,,way_of_working,internal,2026-06-04,validate_bi_consumer_registry.py,active,I93 P5b 13 seed rows; FK to COMPONENT_SERVICE_MATRIX component_id.
rpa_adapter_registry,RPA Adapter Registry,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/RPA_ADAPTER_REGISTRY.csv,csv,data_governance,,,,way_of_working,internal,2026-06-04,validate_adapter_registries.py,active,I93 P5b 9th adapter registry class RPA; Normalized Adapter Pattern D-IH-72-O.
sop_data_engagement_integration_scaffold_001,SOP Engagement Integration Scaffold 001,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_ENGAGEMENT_INTEGRATION_SCAFFOLD_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,bi_integration_readiness_check.py,active,Demo spec to adapter+contract checklist; hol_data_dtp_engagement_integration_scaffold_001.
sop_data_suez_libelle_001,SOP SUEZ Libelle Demo 001,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_SUEZ_LIBELLE_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,bi_integration_readiness_check.py,active,SUEZ F-05 scenario; Phase 1 Holistika MS primary; Edge parallel proof per D-IH-93-J.
sop_data_ms_demo_factory_001,SOP Microsoft Demo Factory 001,Data,RevOps Manager,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_MS_DEMO_FACTORY_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,bi_integration_readiness_check.py,active,Phase 1 Holistika Power Platform demos; Methods A+B; hol_data_dtp_ms_demo_factory_001.
sop_data_production_readiness_001,SOP Data Production Readiness 001,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_PRODUCTION_READINESS_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,bi_integration_readiness_check.py,active,Engagement-funded production promotion; hol_data_dtp_production_readiness_001.
area_bi_profile_csv,AREA BI Profile dimension,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/AREA_BI_PROFILE.csv,register,data_governance,,,,way_of_working,internal,2026-06-04,validate_area_bi_profile.py,active,Per-area BI consumption declarations; D-IH-93-J multi-area DAMA posture.
finance_area_charter,Finance Area Charter,Finance,CFO,docs/references/hlk/v3.0/Admin/O5-1/Finance/canonicals/FINANCE_AREA_CHARTER.md,md,finance_governance,,,,way_of_working,internal,2026-06-05,validate_area_completeness.py,charter,FINANCE-AREA-FULL F1 second pattern_area_buildout example (D-IH-88-E). Seven-section charter; five FINOPS planes.
finops_discipline,FINOPS Discipline,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/FINOPS_DISCIPLINE.md,md,finance_governance,,,,way_of_working,internal,2026-06-05,validate_finops_ledger.py,charter,FIN-01..05 dimensions; CSV SSOT stays Compliance/finops. Promote active at F4.
finops_revrec_policy,FINOPS Revenue Recognition Policy,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/canonicals/FINOPS_REVENUE_RECOGNITION_POLICY.md,md,finance_governance,,,,way_of_working,internal,2026-06-05,validate_pricing_tier_registry.py,active,FINANCE-AREA-FULL F2a; IFRS 15 posture + perf-obligation table; closes OPS-81-5.
pricing_tier_registry,Pricing Tier Registry,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/PRICING_TIER_REGISTRY.csv,csv,finance_governance,,,,fact,internal,2026-06-05,validate_pricing_tier_registry.py,active,FINANCE-AREA-FULL F2a; six tiers per thi_finan_dtp_203; FK to FINOPS_PERFORMANCE_OBLIGATION_REGISTRY.
finops_perf_obligation_registry,FINOPS Performance Obligation Registry,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_PERFORMANCE_OBLIGATION_REGISTRY.csv,csv,finance_governance,,,,fact,internal,2026-06-05,validate_pricing_tier_registry.py,active,FINANCE-AREA-FULL F2a companion to rev-rec policy; IFRS 15 PO codes.
finops_tax_calendar,FINOPS Tax Calendar,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_TAX_CALENDAR.csv,csv,finance_governance,,,,fact,internal,2026-06-05,validate_finops_tax_calendar.py,active,FINANCE-AREA-FULL F2b; Spain filing obligations per OPS-81-13; counsel-encoded cadence rules.
learning_ops_backlog,Learning Ops Backlog,People,Learning Curator,docs/references/hlk/v3.0/Admin/O5-1/People/Learning/canonicals/dimensions/LEARNING_OPS_BACKLOG.csv,csv,people_learning,,,,fact,internal,2026-06-09,validate_learning_ops_backlog.py,active,I73 P2 cohort backlog; P95-GOV-4 validator mint; git-only per D-IH-95-B.
