initiative_id,repo_slug,folder_path,title,status,cycle_id,owner_role,inception_date,last_review,closed_at,archived_at,superseded_by,continuous_rationale,cadence,gated_on,operator_action,inception_decision_id,closure_decision_id,manifests_processes,linked_topic_ids,program_anchors,notes,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review
INIT-OPENCLAW_AKOS-88,openclaw-akos,docs/wip/planning/88-cross-area-ops-wiring-review-discipline/,I88 - Cross-area Ops wiring review discipline (every-area + 3-tier review-density) x 10-pillar Holistika ReOps lens (Boulton 8 + Brand + UX); 2 deep worked examples (FINOPS + Research OPS) + 5 area paragraph framings (Marketing/TechLab/Legal/Operations/People),active,,System Owner,2026-05-24,2026-05-24,,,,,,operator-ratify,PMO + System Owner review I88 master-roadmap P0 charter; ratify pillar 9+10 extension framing at P1 entry (D-IH-88-A); ratify Tier assignment for each of 7 areas at P1 entry,D-IH-86-CW,,hol_peopl_dtp_uat_governance_001,,,Bundle C activation per D-IH-86-CW META2-b ratification 2026-05-24; promoted from candidate _candidates/i-nn-cross-area-ops-wiring-review.md (originally D-IH-81-O 2026-05-22 spawn; D-IH-81-T 2026-05-23 every-area amendment); paired companion candidate _candidates/i-nn-research-ops-substrate.md carries the 10-pillar Holistika ReOps lens (META1-a Boulton 8 + Brand + UX),2026-05-24,PMO,D-IH-86-CW,v3.1
INIT-OPENCLAW_AKOS-90,openclaw-akos,docs/wip/planning/90-routing-and-wiring/,I90 - Routing and Wiring (Ordnance),active,,PMO,2026-06-01,2026-06-01,,,,,event_driven,,,D-IH-90-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,Cluster tranche A ordnance; two-seat routing + rule tier rewire; I86 sibling. Chartered GATE #1 2026-06-01.,2026-06-01,PMO,D-IH-90-A,v3.1
INIT-OPENCLAW_AKOS-91,openclaw-akos,docs/wip/planning/91-enterprise-graph-store-coverage/,I91 - Enterprise Graph and Store-Coverage Mapping,active,,PMO,2026-06-01,2026-06-01,,,,,event_driven,,,D-IH-91-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-DAT-2026,Neo4j graph + store-coverage; follows I90 P2 rule rewire.,2026-06-01,PMO,D-IH-91-A,v3.1
INIT-OPENCLAW_AKOS-92,openclaw-akos,docs/wip/planning/92-hlk-erp-reassess-dashboard/,I92 - HLK-ERP Reassess and Dashboard,active,,System Owner,2026-06-01,2026-06-01,,,,,event_driven,,,D-IH-92-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,ERP reassess + dashboard; cluster tranche A.,2026-06-01,PMO,D-IH-92-A,v3.1
INIT-OPENCLAW_AKOS-93,openclaw-akos,docs/wip/planning/93-data-area-foundation-and-governance/,I93 - DATA Area Foundation and Cross-Area Data Governance,closed,,CDO,2026-06-04,2026-06-05,2026-06-05,,,,event_driven,,,D-IH-93-A,D-IH-93-CLOSURE,,,PRJ-HOL-DAT-2026;PRJ-HOL-PGF-2026,Closed P0-P8: DATA DAMA area + People area-governance meta-process; closure UAT PASS-WITH-FOLLOWUP; OPS-86-15 mirror DML applied 2026-06-05.,2026-06-05,PMO,D-IH-93-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-94,openclaw-akos,docs/wip/planning/94-area-architecture-and-completeness-v2/,"I94 - Area Architecture & Completeness v2 (2-D maturity model + entity axis + Legal 8th area + bounded-context boundary + sub-folder=role + Operations PMBOK reframe + drift remediation)",active,,CPO,2026-06-05,2026-06-05,,,,,,,"operator-gate per phase: P1 doctrine/code review; P3/P4/P7 canonical-CSV + file-move gates",D-IH-94-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,"Evolves area governance v1 (flat 14-component checklist; D-IH-93-B) to v2: 2-D maturity grid L0-L5 + criticality (critical-at-L3) + AREA-14 kind + AREA-15 placement-integrity + AREA-16 subfolder=role FK + entity axis (Holistika/Think Big/HLK Tech Lab) + Legal 8th scored area + Operations delivery-capacity on PMBOK 7 domains (IntelligenceOps evicted) + People-Compliance methodology home (area-ops disciplines drift out). Grounded in 131-source research action docs/wip/intelligence/area-completeness-doctrine-2026-06-05/. Operator rounds 1-3 ratifications. P5 Envoy + P6 Legal research-first; keeps deterministic heuristic; must not break Data/Finance closures.",2026-06-05,Founder,D-IH-94-A,v3.1
INIT-OPENCLAW_AKOS-95,openclaw-akos,docs/wip/planning/95-canonical-articulation-model/,"I95 - Canonical Articulation Model / the Singularity (HCAM enterprise ontology + ISO GQL typed graph + Knowledge Manager role + area-completeness v3)",active,,CPO,2026-06-05,2026-06-05,,,,,,,"operator-gate: B relationship-registry review; C Neo4j edge-rename review; E Knowledge Manager baseline_organisation mint (canonical-CSV gate)",D-IH-95-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,"Derived from I94 (operator 2026-06-05): solves the inception-era linking problem - how every canonical (role/process/topic/project/workstream/engagement/component...) articulates with others + across internal layers. Solution: the Singularity = Digital Twin of the Organization (DTO) = HCAM enterprise ontology over a governed Neo4j knowledge graph (ISO/IEC 39075:2024 GQL graph type) over CSV SSOT. Adopts ArchiMate closed ~10-verb relationship taxonomy (de-forks PARENT_OF/PROGRAM_PARENT_OF/TOPIC_PARENT_OF; ArchiMate 4.0 precedent). Stages B(relationship registry)->C(Neo4j unify, bidirectional with graph rework)->E(Knowledge Manager doctrine home + area-completeness v3 articulation-completeness). Grounded in 115-source research action docs/wip/intelligence/canonical-articulation-model-2026-06-05/. Articulation-first ahead of I94 Operations/Legal/Envoy.",2026-06-05,Founder,D-IH-95-A,v3.1
INIT-OPENCLAW_AKOS-96,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/,I96 - Research Data Plane + Research Center Program,active,,System Owner,2026-06-11,2026-06-11,,,,Program coordinator for three-plane research stack (Govern AKOS / Execute KiRBe / Experience HLK-ERP); program_line under I86 per D-IH-96-E.,event_driven,,,D-IH-96-A,,,,PRJ-HOL-DAT-2026;PRJ-HOL-PGF-2026,Promoted from candidate i-nn-research-data-management-and-feed-delivery (D-IH-75-G STORE/RECALL/SHARE). Four tracks: A Automation OS ledger R7-R12 (949/950 rows); B research data plane specs; C KiRBe ingest contract handoff I83; D HLK-ERP Research Center v1 four panels. Co-owned System Owner + Lead Researcher + PMO. Parent I86; edges I75 I83 I88 I92 I95. P0 program mint 2026-06-11; stays active until P12 full closure.,2026-06-11,PMO,D-IH-96-A,v3.1
INIT-OPENCLAW_AKOS-97,openclaw-akos,docs/wip/planning/97-infonomics-holistika-data-economics/,I97 - Infonomics Holistika Data Economics,active,,System Owner,2026-06-12,2026-06-12,,,,,event_driven,,,D-IH-97-A,,,,PRJ-HOL-DAT-2026;PRJ-HOL-PGF-2026,Enterprise Infonomics research: 800-row ledger + 14 prong syntheses; vault P6 after P5 ratify (scheduled not dropped). Single spine per D-IH-98-STEERING; I96 overlap tracker CO-97-004.,2026-06-12,Founder,D-IH-97-A,v3.1
INIT-OPENCLAW_AKOS-98,openclaw-akos,docs/wip/planning/98-carryover-posture-clarity/,I98 - Carryover Posture Clarity (scheduled not dropped),closed,,PMO,2026-06-12,2026-06-12,2026-06-12,,,,event_driven,,,D-IH-98-A,D-IH-98-CLOSURE,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,Closed P0-P6: carryover_posture.py + index + validator + I97 adopter; vault stay planning-only per D-IH-98-C.,2026-06-12,PMO,D-IH-98-CLOSURE,v3.1
